Epoch,Train Accuracy,Validation Accuracy,Test Accuracy
0,30.79009154942395,28.000436824287434,29.05270436385986
1,56.63505815117485,43.76433329693131,44.491395205900425
2,72.50423165826403,64.95577154089767,63.09157959434542
3,78.88539031359774,70.86382002839358,71.97295636140134
4,81.50992847132483,67.65862181937315,66.09941610325752
5,83.23353293413174,67.8388118379382,68.94591272280269
6,84.16722785432175,70.20858359724801,69.54517516902273
7,85.01173943905502,81.09642896145026,82.2679778733866
8,85.52135849880787,74.40209675657967,75.94499078057775
9,85.95817483573886,78.78126023806924,81.02719729563613
10,88.9212456545875,88.12929998907939,90.31192378610939
11,89.45088546311632,88.44599759746642,90.00076828518745
12,89.47636641610397,88.74085399148193,90.4079594345421
13,89.60195111297163,88.44599759746642,90.17747387830362
14,89.69113444842837,88.78453642022497,90.53088506453595
15,90.0096463607739,89.09031342142623,90.56545789797173
16,90.14251132992375,89.06301190346183,90.49247080516287
17,90.073348743243,89.06301190346183,90.66533497234173
18,90.11339024079501,89.05209129627607,90.69606637984019
19,90.09882969623064,89.17221797531944,90.59234787953288
20,90.10610996851283,89.1230752429835,90.6538106945298
21,90.16617221484084,89.15583706454079,90.67685925015365
22,90.09882969623064,89.17767827891231,90.61923786109402
23,90.15343173834702,89.06301190346183,90.64996926859249
24,90.21713412081613,89.14491645735502,90.67301782421634
0,25.002275085088183,30.397510101561647,31.18469575906576
1,45.96035891742352,37.51774598667686,38.314382298709276
2,63.55495695539014,53.412689745549855,58.30516287645974
3,73.68181569990718,69.4550617014306,68.93054701905346
4,78.38851173033872,74.7406355793382,76.63260602335586
5,80.63265566132173,78.2516107895599,78.01167793484942
6,81.67009446153287,70.01201266790433,70.71296865396435
7,82.95506251933823,80.49579556623348,81.36140135218193
8,83.58298600367654,78.8194823632194,80.46634910878919
9,84.09078499535883,77.96221469913728,77.98862937922556
10,87.49977249149119,86.90073168068145,88.22602950215119
11,87.92020821578728,86.60587528666595,87.71511985248924
12,88.18957829022807,87.03177896691057,88.53718500307313
13,88.29514223831973,86.60587528666595,88.19145666871542
14,88.43892761589284,86.58403407229443,88.1261524277812
15,88.80840143421365,87.26111171781152,88.78687768899815
16,88.81750177456638,87.29387353936879,88.78303626306085
17,88.85754327211838,87.31571475374031,88.74078057775046
18,88.89940483774093,87.39215900404062,88.83297480024585
19,88.94308647143404,87.29387353936879,88.80608481868468
20,88.86664361247111,87.38123839685487,88.80992624462199
21,89.04137014724351,87.34847657529758,88.80608481868468
22,89.01770926232642,87.38669870044775,88.82529194837123
23,88.97584769670385,87.27203232499727,88.82913337430853
24,88.99586844547986,87.46860325434093,88.71773202212661
0,30.042043572429613,36.81336682319537,38.744622003687766
1,58.65897384562183,63.78180626842852,66.95221266133989
2,70.42207378555958,64.07120235885115,66.98678549477566
3,76.21717052217754,74.12908157693568,74.20866625691455
4,79.21846277050763,76.61898001528886,78.18070067609096
5,80.98210873086654,78.58468930872556,80.58159188690841
6,82.2070145423439,67.15627388882822,66.64105716041794
7,83.04424585479498,79.06519602489898,79.0219729563614
8,83.76863294687223,81.51141203450912,83.27827289489858
9,84.45297854139746,75.6088238506061,77.14351567301782
10,87.59805616730067,87.03177896691057,88.78303626306085
11,88.17137760952261,87.14644534236103,88.83297480024585
12,88.35156434850664,87.13552473517527,88.92132759680392
13,88.49170958993867,87.16828655673255,88.53718500307313
14,88.49898986222085,87.10276291361801,88.80608481868468
15,88.9176055184464,87.81806268428525,89.07498463429624
16,89.09415212128934,87.81260238069237,89.13644744929317
17,89.07413137251334,87.79622146991373,89.12492317148126
18,89.02680960267915,87.82352298787812,89.11724031960662
19,89.10325246164207,87.83990389865677,89.15949600491702
