Percentage of Weights pruned,Test Accuracy
0,94.49907805777504
tensor(20.0007),94.68346650276582
tensor(36.0010),94.6220036877689
tensor(48.8015),94.79102642901044
tensor(59.0418),94.62968653964352
tensor(67.2340),93.94591272280269
tensor(73.7878),94.50291948371235
tensor(79.0306),93.98048555623846
tensor(83.2252),94.34926244622002
tensor(86.5805),94.27627535341118
tensor(89.2650),94.17255685310386
tensor(91.4126),94.20328826060232
tensor(93.1306),92.66671788567916
tensor(94.5048),93.34665027658265
tensor(95.6045),93.4081130915796
tensor(96.4841),93.35433312845728
tensor(97.1879),93.18531038721572
tensor(97.7506),92.93561770129071
tensor(98.2010),89.8240626920713
