Percentage of Weights pruned,Test Accuracy
0,94.34157959434542
tensor(20.0007),94.71803933620158
tensor(36.0009),94.67962507682851
tensor(48.8013),94.97157344806392
tensor(59.0416),94.76413644744929
tensor(67.2337),94.96389059618929
tensor(73.7874),94.53749231714812
tensor(79.0303),94.71035648432698
tensor(83.2246),94.96004917025199
tensor(86.5803),94.6719422249539
tensor(89.2647),94.74877074370005
tensor(91.4123),94.75261216963736
tensor(93.1303),94.6719422249539
tensor(94.5046),94.26090964966195
tensor(95.6043),94.20712968653963
tensor(96.4841),93.74231714812538
tensor(97.1879),93.35049170251996
tensor(97.7508),93.1737861094038
tensor(98.2013),93.13153042409341
tensor(98.5614),92.56299938537185
tensor(98.8498),91.9137984019668
tensor(99.0803),91.85617701290718
tensor(99.2648),91.61416717885679
tensor(99.4124),87.8879840196681
