Percentage of Weights pruned,Test Accuracy
0,94.05731407498462
tensor(20.0007),94.52212661339888
tensor(36.0010),95.00998770743699
tensor(48.8015),94.7218807621389
tensor(59.0418),94.42993239090349
tensor(67.2340),94.73724646588812
tensor(73.7878),94.82559926244622
tensor(79.0306),94.64889366933005
tensor(83.2252),94.68346650276582
tensor(86.5805),94.6719422249539
tensor(89.2650),94.56822372464659
tensor(91.4126),94.37231100184388
tensor(93.1306),94.14566687154272
tensor(94.5048),93.63091579594345
tensor(95.6045),93.81914566687153
tensor(96.4841),93.45421020282728
tensor(97.1879),93.33128457283343
tensor(97.7506),93.00860479409955
tensor(98.2010),92.72049784880146
tensor(98.5614),91.9560540872772
tensor(98.8496),89.77412415488628
