Percentage of Weights pruned,Test Accuracy
0,94.63736939151812
tensor(20.0007),94.51828518746159
tensor(36.0009),94.74877074370005
tensor(48.8013),94.77950215119851
tensor(59.0416),94.68730792870312
tensor(67.2337),94.86401352181929
tensor(73.7874),95.1060233558697
tensor(79.0303),94.96004917025199
tensor(83.2246),94.7718192993239
tensor(86.5803),95.2558389674247
tensor(89.2647),94.75645359557467
tensor(91.4123),94.75645359557467
tensor(93.1303),94.60663798401966
tensor(94.5046),94.46066379840195
tensor(95.6043),94.36078672403195
tensor(96.4841),94.11877688998155
tensor(97.1879),93.79225568531038
tensor(97.7508),93.20835894283958
tensor(98.2013),92.90488629379225
tensor(98.5614),92.53610940381068
tensor(98.8498),91.6717885679164
tensor(99.0803),90.45021511985249
tensor(99.2648),89.73955132145052
