Percentage of Weights pruned,Test Accuracy
0,94.74108789182544
tensor(20.0007),94.69499078057775
tensor(36.0010),94.83712354025813
tensor(48.8015),95.00614628149968
tensor(59.0418),95.05608481868468
tensor(67.2340),95.03687768899815
tensor(73.7878),95.09834050399508
tensor(79.0306),94.93315918869084
tensor(83.2252),94.88322065150582
tensor(86.5805),94.89090350338044
tensor(89.2650),94.9177934849416
tensor(91.4126),94.56438229870928
tensor(93.1306),94.61047940995697
tensor(94.5048),94.58358942839581
tensor(95.6045),94.21097111247695
tensor(96.4841),94.10725261216963
tensor(97.1879),93.62707437000614
tensor(97.7506),93.10848186846957
tensor(98.2010),65.6999078057775
