Percentage of Weights pruned,Test Accuracy
0,94.40304240934235
tensor(20.0007),94.74877074370005
tensor(36.0009),94.99846342962506
tensor(48.8013),94.80639213275967
tensor(59.0416),94.94084204056546
tensor(67.2337),94.74877074370005
tensor(73.7874),94.33773816840811
tensor(79.0303),94.44145666871542
tensor(83.2246),94.65273509526736
tensor(86.5803),94.52212661339888
tensor(89.2647),94.74492931776275
tensor(91.4123),94.50676090964966
tensor(93.1303),94.46450522433926
tensor(94.5046),94.36462814996926
tensor(95.6043),92.82037492317147
tensor(96.4841),93.83451137062076
tensor(97.1879),93.76920712968652
tensor(97.7508),92.41318377381683
tensor(98.2013),91.93300553165335
tensor(98.5614),91.88690842040565
tensor(98.8498),91.65258143822986
tensor(99.0803),91.07636754763368
tensor(99.2648),89.85479409956976
