Percentage of Weights pruned,Test Accuracy
0,94.5797480024585
tensor(20.0007),94.86017209588198
tensor(36.0010),95.04071911493546
tensor(48.8015),94.97541487400122
tensor(59.0418),94.97541487400122
tensor(67.2340),94.90626920712968
tensor(73.7878),94.79102642901044
tensor(79.0306),95.1060233558697
tensor(83.2252),94.94084204056546
tensor(86.5805),95.09065765212046
tensor(89.2650),94.59511370620774
tensor(91.4126),94.31084818684695
tensor(93.1306),94.69114935464043
tensor(94.5048),94.36462814996926
tensor(95.6045),94.34542102028271
tensor(96.4841),93.98048555623846
tensor(97.1879),93.84987707437
tensor(97.7506),93.33128457283343
tensor(98.2010),92.47464658881375
tensor(98.5614),91.92532267977873
tensor(98.8496),89.25937307928702
