Percentage of Weights pruned,Test Accuracy
0,94.11493546404425
tensor(20.0007),94.66810079901659
tensor(36.0010),94.84096496619544
tensor(48.8015),94.62584511370619
tensor(59.0418),94.87553779963122
tensor(67.2340),94.87553779963122
tensor(73.7878),91.46435156730178
tensor(79.0306),94.58743085433312
tensor(83.2252),94.5797480024585
tensor(86.5805),94.42993239090349
tensor(89.2650),91.90995697602949
tensor(91.4126),94.17255685310386
tensor(93.1306),94.21481253841425
tensor(94.5048),94.19944683466503
tensor(95.6045),93.80762138905962
tensor(96.4841),93.57329440688382
tensor(97.1879),93.43116164720342
tensor(97.7506),93.21604179471419
tensor(98.2010),92.76275353411185
tensor(98.5614),91.9637369391518
tensor(98.8496),91.31837738168407
tensor(99.0801),90.99185617701289
tensor(99.2648),87.41548862937923
