Percentage of Weights pruned,Test Accuracy
0,94.31468961278425
tensor(20.0007),92.98171481253841
tensor(36.0009),94.22249539028886
tensor(48.8013),94.65657652120466
tensor(59.0416),94.8678549477566
tensor(67.2337),94.87937922556853
tensor(73.7874),94.60279655808235
tensor(79.0303),94.85248924400736
tensor(83.2246),94.38767670559311
tensor(86.5803),94.64505224339274
tensor(89.2647),94.54901659496005
tensor(91.4123),94.43761524277812
tensor(93.1303),94.40688383527964
tensor(94.5046),94.2378610940381
tensor(95.6043),93.83066994468345
tensor(96.4841),93.86524277811922
tensor(97.1879),93.50414874001228
tensor(97.7508),93.16610325752919
tensor(98.2013),93.14305470190534
tensor(98.5614),92.31330669944683
tensor(98.8498),92.27873386601105
tensor(99.0803),92.22879532882605
tensor(99.2648),90.41948371235402
tensor(99.4124),88.29517516902273
