Percentage of Weights pruned,Test Accuracy
0,94.09956976029501
tensor(20.0007),94.48371235402581
tensor(36.0010),93.63091579594345
tensor(48.8015),94.61432083589428
tensor(59.0418),94.61816226183159
tensor(67.2340),94.58743085433312
tensor(73.7878),94.88322065150582
tensor(79.0306),94.75645359557467
tensor(83.2252),94.64889366933005
tensor(86.5805),94.80639213275967
tensor(89.2650),94.98693915181315
tensor(91.4126),93.89213275968038
tensor(93.1306),94.2877996312231
tensor(94.5048),94.51444376152426
tensor(95.6045),94.16871542716656
tensor(96.4841),94.01505838967424
tensor(97.1879),93.11232329440688
tensor(97.7506),89.59357713583282
