Percentage of Weights pruned,Test Accuracy
0,94.47602950215119
tensor(20.0007),94.97157344806392
tensor(36.0009),94.94852489244006
tensor(48.8013),95.00230485556239
tensor(59.0416),94.80255070682236
tensor(67.2337),94.96004917025199
tensor(73.7874),94.74108789182544
tensor(79.0303),94.6757836508912
tensor(83.2246),94.85248924400736
tensor(86.5803),94.87553779963122
tensor(89.2647),95.05608481868468
tensor(91.4123),94.77566072526122
tensor(93.1303),93.28518746158572
tensor(94.5046),94.11493546404425
tensor(95.6043),94.16103257529194
tensor(96.4841),93.88444990780577
tensor(97.1879),55.71604179471419
