Percentage of Weights pruned,Test Accuracy
0,94.25322679778732
tensor(20.0007),94.45682237246466
tensor(36.0009),94.65273509526736
tensor(48.8013),94.69883220651505
tensor(59.0416),94.66425937307929
tensor(67.2337),94.5797480024585
tensor(73.7874),94.61047940995697
tensor(79.0303),94.60663798401966
tensor(83.2246),94.40304240934235
tensor(86.5803),94.53365089121081
tensor(89.2647),94.72956361401351
tensor(91.4123),94.48371235402581
tensor(93.1303),94.41456668715426
tensor(94.5046),94.23401966810079
tensor(95.6043),94.05347264904732
tensor(96.4841),93.899815611555
tensor(97.1879),93.79609711124769
tensor(97.7508),92.32098955132145
tensor(98.2013),92.56684081130915
tensor(98.5614),92.39013521819298
tensor(98.8498),91.32221880762138
tensor(99.0803),90.83051628764596
tensor(99.2648),88.1261524277812
