Percentage of Weights pruned,Test Accuracy
0,94.29548248309771
tensor(20.0007),94.57206515058388
tensor(36.0010),94.63736939151812
tensor(48.8015),95.07145052243392
tensor(59.0418),94.65273509526736
tensor(67.2340),94.64121081745543
tensor(73.7878),94.76029502151198
tensor(79.0306),94.85248924400736
tensor(83.2252),94.74492931776275
tensor(86.5805),92.53226797787339
tensor(89.2650),94.29932390903502
tensor(91.4126),94.32237246465888
tensor(93.1306),94.31853103872156
tensor(94.5048),94.08036263060848
tensor(95.6045),93.60402581438228
tensor(96.4841),93.64628149969268
tensor(97.1879),93.42732022126613
tensor(97.7506),92.98555623847572
tensor(98.2010),92.37861094038107
tensor(98.5614),89.82022126613398
