Percentage of Weights pruned,Test Accuracy
0,94.37615242778118
tensor(20.0007),94.82559926244622
tensor(36.0009),94.79870928088505
tensor(48.8013),94.92547633681622
tensor(59.0416),94.96004917025199
tensor(67.2337),95.06760909649661
tensor(73.7874),94.90626920712968
tensor(79.0303),95.02151198524892
tensor(83.2246),95.03687768899815
tensor(86.5803),94.93315918869084
tensor(89.2647),94.70267363245236
tensor(91.4123),94.75645359557467
tensor(93.1303),94.66041794714198
tensor(94.5046),94.63352796558081
tensor(95.6043),94.40304240934235
tensor(96.4841),94.38767670559311
tensor(97.1879),93.91133988936693
tensor(97.7508),93.91518131530422
tensor(98.2013),93.83835279655808
tensor(98.5614),92.90488629379225
tensor(98.8498),92.06361401352181
tensor(99.0803),91.78318992009832
tensor(99.2648),89.9277811923786
