Percentage of Weights pruned,Test Accuracy
0,94.65273509526736
tensor(20.0007),94.86401352181929
tensor(36.0010),95.0138291333743
tensor(48.8015),94.95236631837739
tensor(59.0418),95.13291333743085
tensor(67.2340),95.02919483712353
tensor(73.7878),95.08681622618315
tensor(79.0306),95.17901044867855
tensor(83.2252),94.97541487400122
tensor(86.5805),95.1559618930547
tensor(89.2650),94.84096496619544
tensor(91.4126),94.66041794714198
tensor(93.1306),94.59127228027043
tensor(94.5048),94.74877074370005
tensor(95.6045),93.93054701905346
tensor(96.4841),90.02765826674862
tensor(97.1879),92.85878918254456
tensor(97.7506),92.72049784880146
tensor(98.2010),92.24031960663798
tensor(98.5614),91.64874001229255
tensor(98.8496),91.15319606637983
tensor(99.0801),90.04302397049784
tensor(99.2648),88.64090350338046
