Percentage of Weights pruned,Test Accuracy
0,94.26475107559925
tensor(20.0007),94.68730792870312
tensor(36.0010),95.14827904118007
tensor(48.8015),94.95620774431468
tensor(59.0418),95.11754763368161
tensor(67.2340),95.17516902274123
tensor(73.7878),94.96773202212661
tensor(79.0306),95.12907191149354
tensor(83.2252),95.07145052243392
tensor(86.5805),94.99462200368775
tensor(89.2650),94.91395205900429
tensor(91.4126),94.87553779963122
tensor(93.1306),94.68346650276582
tensor(94.5048),94.51828518746159
tensor(95.6045),94.34926244622002
tensor(96.4841),93.86140135218191
tensor(97.1879),93.5118315918869
tensor(97.7506),93.31976029502151
tensor(98.2010),92.46312231100184
tensor(98.5614),92.43623232944068
tensor(98.8496),90.54625076828518
tensor(99.0801),90.02381684081129
tensor(99.2648),87.92255685310386
