Percentage of Weights pruned,Test Accuracy
0,94.2877996312231
tensor(20.0007),94.13030116779348
tensor(36.0010),94.6220036877689
tensor(48.8015),94.68730792870312
tensor(59.0418),94.61432083589428
tensor(67.2340),94.44529809465273
tensor(73.7878),94.42609096496619
tensor(79.0306),94.56054087277197
tensor(83.2252),94.61816226183159
tensor(86.5805),91.78703134603565
tensor(89.2650),92.28641671788567
tensor(91.4126),91.97910264290104
tensor(93.1306),92.64751075599261
tensor(94.5048),92.72049784880146
tensor(95.6045),92.83958205285802
tensor(96.4841),93.37354025814382
tensor(97.1879),90.05070682237246
tensor(97.7506),90.14674247080515
tensor(98.2010),89.29394591272279
