Percentage of Weights pruned,Test Accuracy
0,94.31468961278425
tensor(20.0007),94.83712354025813
tensor(36.0010),94.59511370620774
tensor(48.8015),94.55285802089735
tensor(59.0418),94.54133374308542
tensor(67.2340),94.59511370620774
tensor(73.7878),94.37615242778118
tensor(79.0306),94.88322065150582
tensor(83.2252),95.00230485556239
tensor(86.5805),94.74877074370005
tensor(89.2650),94.77566072526122
tensor(91.4126),94.58743085433312
tensor(93.1306),94.20328826060232
tensor(94.5048),94.11493546404425
tensor(95.6045),94.0457897971727
tensor(96.4841),93.66548862937923
tensor(97.1879),93.1737861094038
tensor(97.7506),92.28641671788567
tensor(98.2010),92.47080516287646
tensor(98.5614),91.7178856791641
tensor(98.8496),90.9880147510756
tensor(99.0801),88.31054087277197
