Percentage of Weights pruned,Test Accuracy
0,94.30700676090964
tensor(20.0007),94.47218807621388
tensor(36.0010),94.69114935464043
tensor(48.8015),94.68346650276582
tensor(59.0418),94.47987092808849
tensor(67.2340),94.6220036877689
tensor(73.7878),94.74877074370005
tensor(79.0306),94.74877074370005
tensor(83.2252),93.86908420405653
tensor(86.5805),94.29164105716042
tensor(89.2650),94.16871542716656
tensor(91.4126),94.21865396435156
tensor(93.1306),94.21097111247695
tensor(94.5048),94.03042409342348
tensor(95.6045),93.82682851874615
tensor(96.4841),93.58481868469575
tensor(97.1879),93.17762753534112
tensor(97.7506),92.70513214505223
tensor(98.2010),92.26720958819912
tensor(98.5614),91.74861708666256
tensor(98.8496),90.41564228641671
tensor(99.0801),89.33236017209587
