Percentage of Weights pruned,Test Accuracy
0,94.71803933620158
tensor(20.0007),95.02919483712353
tensor(36.0009),95.20205900430238
tensor(48.8013),95.06760909649661
tensor(59.0416),94.83328211432082
tensor(67.2337),95.03303626306085
tensor(73.7874),94.94852489244006
tensor(79.0303),94.79486785494775
tensor(83.2246),94.84864781807006
tensor(86.5803),94.74492931776275
tensor(89.2647),94.99078057775046
tensor(91.4123),94.76797787338658
tensor(93.1303),94.69114935464043
tensor(94.5046),94.61432083589428
tensor(95.6043),94.47987092808849
tensor(96.4841),94.37231100184388
tensor(97.1879),93.9420712968654
tensor(97.7508),93.55408727719728
tensor(98.2013),92.97787338660109
tensor(98.5614),92.57068223724646
tensor(98.8498),91.74477566072525
tensor(99.0803),91.33758451137062
tensor(99.2648),89.7318684695759
