Percentage of Weights pruned,Test Accuracy
0,94.12645974185617
tensor(20.0007),94.75261216963736
tensor(36.0010),94.83328211432082
tensor(48.8015),94.78718500307313
tensor(59.0418),94.8678549477566
tensor(67.2340),95.01767055931161
tensor(73.7878),94.88706207744315
tensor(79.0306),94.92163491087892
tensor(83.2252),94.97925629993853
tensor(86.5805),94.87553779963122
tensor(89.2650),94.90626920712968
tensor(91.4126),94.82944068838351
tensor(93.1306),94.51444376152426
tensor(94.5048),94.37231100184388
tensor(95.6045),94.14950829748001
tensor(96.4841),93.86140135218191
tensor(97.1879),93.5118315918869
tensor(97.7506),91.78318992009832
tensor(98.2010),91.18776889981561
tensor(98.5614),91.11478180700675
tensor(98.8496),90.4617393976644
tensor(99.0801),89.36309157959434
