Percentage of Weights pruned,Test Accuracy
0,93.63475722188075
tensor(20.0007),94.64121081745543
tensor(36.0010),94.74877074370005
tensor(48.8015),92.58604794099568
tensor(59.0418),94.6719422249539
tensor(67.2340),94.66041794714198
tensor(73.7878),94.79870928088505
tensor(79.0306),94.55285802089735
tensor(83.2252),94.79102642901044
tensor(86.5805),94.75261216963736
tensor(89.2650),94.39151813153042
tensor(91.4126),94.53749231714812
tensor(93.1306),94.45682237246466
tensor(94.5048),93.74231714812538
tensor(95.6045),88.54486785494775
