Percentage of Weights pruned,Test Accuracy
0,94.3838352796558
tensor(20.0007),94.5298094652735
tensor(36.0010),94.71803933620158
tensor(48.8015),94.70651505838966
tensor(59.0418),93.49646588813766
tensor(67.2340),94.58743085433312
tensor(73.7878),94.71803933620158
tensor(79.0306),94.87937922556853
tensor(83.2252),94.95236631837739
tensor(86.5805),94.70651505838966
tensor(89.2650),94.81407498463429
tensor(91.4126),94.79486785494775
tensor(93.1306),94.43761524277812
tensor(94.5048),94.30700676090964
tensor(95.6045),94.21481253841425
tensor(96.4841),94.11877688998155
tensor(97.1879),94.01889981561155
tensor(97.7506),93.56945298094652
tensor(98.2010),93.09695759065765
tensor(98.5614),92.27105101413645
tensor(98.8496),91.53349723417332
tensor(99.0801),90.39259373079285
tensor(99.2648),88.94053472649045
