Percentage of Weights pruned,Test Accuracy
0,94.39535955746773
tensor(20.0007),94.65273509526736
tensor(36.0009),94.84864781807006
tensor(48.8013),94.91011063306699
tensor(59.0416),94.88322065150582
tensor(67.2337),95.04840196681008
tensor(73.7874),94.9177934849416
tensor(79.0303),94.91395205900429
tensor(83.2246),94.86401352181929
tensor(86.5803),94.90626920712968
tensor(89.2647),94.93315918869084
tensor(91.4123),94.6220036877689
tensor(93.1303),94.51060233558695
tensor(94.5046),94.60663798401966
tensor(95.6043),91.9637369391518
tensor(96.4841),92.61677934849415
tensor(97.1879),92.93561770129071
tensor(97.7508),93.12000614628148
tensor(98.2013),92.43239090350338
tensor(98.5614),92.61677934849415
tensor(98.8498),92.0559311616472
tensor(99.0803),91.83312845728334
tensor(99.2648),91.0878918254456
tensor(99.4124),90.57314074984633
tensor(99.5304),89.95467117393976
