Percentage of Weights pruned,Test Accuracy
0,94.79486785494775
tensor(20.0007),95.06760909649661
tensor(36.0010),95.19821757836509
tensor(48.8015),95.08297480024585
tensor(59.0418),95.19437615242778
tensor(67.2340),95.04456054087277
tensor(73.7878),95.07913337430853
tensor(79.0306),95.10986478180699
tensor(83.2252),94.89090350338044
tensor(86.5805),94.82559926244622
tensor(89.2650),94.49523663183773
tensor(91.4126),94.76029502151198
tensor(93.1306),94.37999385371849
tensor(94.5048),94.49907805777504
tensor(95.6045),93.0239704978488
tensor(96.4841),93.63859864781806
tensor(97.1879),93.61939151813152
tensor(97.7506),93.03165334972341
tensor(98.2010),93.00476336816226
tensor(98.5614),91.78703134603565
tensor(98.8496),90.93039336201598
tensor(99.0801),83.52796558082359
