Percentage of Weights pruned,Test Accuracy
0,94.3838352796558
tensor(20.0007),94.76029502151198
tensor(36.0009),94.87553779963122
tensor(48.8013),94.76029502151198
tensor(59.0416),94.95620774431468
tensor(67.2337),94.96773202212661
tensor(73.7874),94.47218807621388
tensor(79.0303),94.67962507682851
tensor(83.2246),94.77566072526122
tensor(86.5803),94.85248924400736
tensor(89.2647),94.78334357713582
tensor(91.4123),94.86017209588198
tensor(93.1303),94.6719422249539
tensor(94.5046),73.25983405039949
