Percentage of Weights pruned,Test Accuracy
0,94.59895513214505
tensor(20.0007),94.87169637369391
tensor(36.0009),94.81023355869698
tensor(48.8013),95.04456054087277
tensor(59.0416),95.00230485556239
tensor(67.2337),94.82175783650891
tensor(73.7874),94.94084204056546
tensor(79.0303),95.1559618930547
tensor(83.2246),94.9177934849416
tensor(86.5803),94.73724646588812
tensor(89.2647),94.93700061462815
tensor(91.4123),94.75645359557467
tensor(93.1303),94.56822372464659
tensor(94.5046),94.46066379840195
tensor(95.6043),94.22633681622618
tensor(96.4841),93.86908420405653
tensor(97.1879),93.80762138905962
tensor(97.7508),93.48878303626306
tensor(98.2013),93.11616472034419
tensor(98.5614),86.45897357098954
