,Layer 0,Layer 1,,,,Layer 2,,,,Layer 3,,,
,,BasicBlock 0,,BasicBlock 1,,BasicBlock 0,,BasicBlock 1,,BasicBlock 0,,BasicBlock 1,
,conv. 0,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1
ReLU ResNet14_A,35.116279069767444,9.165942658557777,8.470894874022589,9.035621198957429,7.9930495221546485,4.1467650890143295,2.9411764705882355,3.364445409159974,2.4853483828955936,0.8735756918068367,0.4476154305246595,0.3391025988823178,0.07867180294069774
univ. rational ResNet14_A,22.325581395348838,8.123370981754995,4.083405734144223,4.5178105994787146,4.170286707211121,2.0625271385149806,1.1395702192316042,1.4977208595615368,1.4977208595615368,0.6185567010309279,0.32825131571808364,0.4313385057783083,0.2604307959416201
mix. exp. ResNet14_A,19.53488372093023,7.9930495221546485,4.995655951346655,5.994787141615986,4.126846220677671,1.302648719062093,0.8465378771434773,1.5085739092685044,1.237247666594313,0.41237113402061853,0.13021539797081005,0.18718463458303944,0.0759589821496392
