,Layer 0,Layer 1,,,,,Layer 2,,,,,Layer 3,,,
,,BasicBlock 0,,BasicBlock 1,,BasicBlock 0,,,BasicBlock 1,,BasicBlock 0,,,BasicBlock 1,
,conv. 0,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 2,conv. 0,conv. 1,conv. 0,conv. 1,conv. 2,conv. 0,conv. 1
ReLU ResNet14_A,39.53488372093023,7.819287576020852,7.9930495221546485,9.339704604691573,7.167680278019114,3.430308293530178,2.507054482309529,26.470588235294116,2.658997178207076,2.029520295202952,0.5860010851871947,0.320112853344908,11.192570869990226,0.3119743909717324,0.062394878194346484
univ. rational ResNet14_A,21.627906976744185,8.210251954821894,5.25629887054735,5.473501303214596,4.7784535186794095,2.127659574468085,1.3783373127848926,24.50980392156863,1.3783373127848926,1.4434556110266985,0.6185567010309279,0.284846183061147,9.530791788856305,0.46931799685312786,0.3445282404644349
mix. exp. ResNet14_A,15.813953488372093,8.297132927888793,5.734144222415291,4.300608166811468,4.039965247610773,1.910551454624403,0.8682439765574126,22.941176470588236,1.4000434121988279,1.4108964619057955,0.5860010851871947,0.4204872226140741,10.606060606060606,0.6130974987792307,0.35266670283761054
