Epoch,Train Accuracy,Validation Accuracy,Test Accuracy
0,49.96086853648327,77.6018346620072,74.52366318377382
1,85.40487414229293,84.41629354592115,84.63813767670558
2,88.89940483774093,89.19951949328383,88.59864781807006
3,90.3154177966256,90.40624658731026,90.98033189920098
4,91.1890504704876,91.30719668013542,91.43362015980331
5,91.86611579273065,91.3126569837283,91.59880147510755
6,92.51406002584497,92.15354373703178,92.589889366933
7,92.81801139362614,91.37272032324998,91.77550706822372
8,92.99273792839853,92.90160532925631,93.42347879532882
9,93.35129133829606,93.47493720650868,93.48494161032575
