Percentage of Weights pruned,Test Accuracy
0,94.54133374308542
tensor(20.0007),94.66041794714198
tensor(36.0010),94.96773202212661
tensor(48.8015),95.0138291333743
tensor(59.0418),94.84864781807006
tensor(67.2340),94.6719422249539
tensor(73.7878),94.94084204056546
tensor(79.0306),94.6757836508912
tensor(83.2252),94.93315918869084
tensor(86.5805),94.66425937307929
tensor(89.2650),94.52596803933619
tensor(91.4126),94.54517516902273
tensor(93.1306),94.55285802089735
tensor(94.5048),94.19560540872772
tensor(95.6045),94.03810694529808
tensor(96.4841),93.97664413030115
tensor(97.1879),93.5079901659496
tensor(97.7506),92.98555623847572
tensor(98.2010),92.45543945912722
tensor(98.5614),92.17117393976643
tensor(98.8496),91.72940995697603
tensor(99.0801),89.80485556238474
