Percentage of Weights pruned,Test Accuracy
0,94.34926244622002
tensor(20.0007),94.61047940995697
tensor(36.0009),94.7257221880762
tensor(48.8013),94.66810079901659
tensor(59.0416),94.58358942839581
tensor(67.2337),94.58743085433312
tensor(73.7874),94.74877074370005
tensor(79.0303),94.87937922556853
tensor(83.2246),94.69883220651505
tensor(86.5803),94.5298094652735
tensor(89.2647),94.36078672403195
tensor(91.4123),94.61432083589428
tensor(93.1303),94.53749231714812
tensor(94.5046),94.25322679778732
tensor(95.6043),94.02274124154886
tensor(96.4841),93.62707437000614
tensor(97.1879),93.30055316533496
tensor(97.7508),93.45036877688997
tensor(98.2013),92.80885064535956
tensor(98.5614),92.57836508912108
tensor(98.8498),91.94452980946527
tensor(99.0803),91.26075599262445
tensor(99.2648),90.66533497234173
tensor(99.4124),89.83558696988321
