Percentage of Weights pruned,Test Accuracy
0,94.21865396435156
tensor(20.0007),94.31853103872156
tensor(36.0010),94.54517516902273
tensor(48.8015),94.68730792870312
tensor(59.0418),94.47218807621388
tensor(67.2340),94.36078672403195
tensor(73.7878),94.52212661339888
tensor(79.0306),94.42224953902888
tensor(83.2252),94.35694529809464
tensor(86.5805),94.42609096496619
tensor(89.2650),94.11109403810694
tensor(91.4126),94.56822372464659
tensor(93.1306),94.36078672403195
tensor(94.5048),94.28395820528578
tensor(95.6045),93.77304855562384
tensor(96.4841),93.49646588813766
tensor(97.1879),92.93561770129071
tensor(97.7506),92.40934234787953
tensor(98.2010),92.29794099569759
tensor(98.5614),91.87154271665642
tensor(98.8496),91.02258758451136
tensor(99.0801),90.20436385986478
tensor(99.2648),88.29133374308542
