Percentage of Weights pruned,Test Accuracy
0,94.4337738168408
tensor(20.0007),94.80255070682236
tensor(36.0009),94.83712354025813
tensor(48.8013),94.94084204056546
tensor(59.0416),94.97157344806392
tensor(67.2337),94.87937922556853
tensor(73.7874),94.74492931776275
tensor(79.0303),94.94084204056546
tensor(83.2246),95.05608481868468
tensor(86.5803),94.91395205900429
tensor(89.2647),94.71035648432698
tensor(91.4123),94.9177934849416
tensor(93.1303),94.64889366933005
tensor(94.5046),94.58358942839581
tensor(95.6043),94.29548248309771
tensor(96.4841),94.09572833435772
tensor(97.1879),93.77688998156115
tensor(97.7508),93.49262446220035
tensor(98.2013),93.32744314689612
tensor(98.5614),93.43500307314075
tensor(98.8498),92.38629379225569
tensor(99.0803),91.94837123540258
tensor(99.2648),90.7997848801475
tensor(99.4124),89.10955746773202
