Percentage of Weights pruned,Test Accuracy
0,94.54901659496005
tensor(20.0007),94.74492931776275
tensor(36.0009),94.89474492931775
tensor(48.8013),94.8678549477566
tensor(59.0416),94.78334357713582
tensor(67.2337),94.89474492931775
tensor(73.7874),95.01767055931161
tensor(79.0303),94.76413644744929
tensor(83.2246),94.82175783650891
tensor(86.5803),94.70267363245236
tensor(89.2647),94.41840811309157
tensor(91.4123),94.34926244622002
tensor(93.1303),94.6220036877689
tensor(94.5046),94.34157959434542
tensor(95.6043),94.31084818684695
tensor(96.4841),94.27627535341118
tensor(97.1879),93.81146281499691
tensor(97.7508),93.21220036877689
tensor(98.2013),92.55915795943453
tensor(98.5614),92.40934234787953
tensor(98.8498),92.0059926244622
tensor(99.0803),91.89074984634296
tensor(99.2648),90.83051628764596
tensor(99.4124),89.12108174554393
