Percentage of Weights pruned,Test Accuracy
0,94.21481253841425
tensor(20.0007),94.14182544560539
tensor(36.0010),94.24938537185002
tensor(48.8015),94.37231100184388
tensor(59.0418),94.40688383527964
tensor(67.2340),94.62584511370619
tensor(73.7878),94.63736939151812
tensor(79.0306),94.66041794714198
tensor(83.2252),94.59127228027043
tensor(86.5805),94.68730792870312
tensor(89.2650),94.2877996312231
tensor(91.4126),94.37615242778118
tensor(93.1306),93.86908420405653
tensor(94.5048),93.64244007375537
tensor(95.6045),93.73463429625076
tensor(96.4841),93.33128457283343
tensor(97.1879),93.20067609096496
tensor(97.7506),92.81269207129685
tensor(98.2010),92.49769514443761
tensor(98.5614),91.67947141979101
tensor(98.8496),90.76137062077443
tensor(99.0801),89.46296865396435
