Percentage of Weights pruned,Test Accuracy
0,92.24416103257529
tensor(20.0007),92.83189920098339
tensor(36.0010),93.14305470190534
tensor(48.8015),93.0777504609711
tensor(59.0418),93.23909035033805
tensor(67.2340),92.80885064535956
tensor(73.7878),93.17762753534112
tensor(79.0306),92.99323909035033
tensor(83.2252),93.28134603564843
tensor(86.5805),92.75507068223725
tensor(89.2650),92.72049784880146
tensor(91.4126),92.71281499692685
tensor(93.1306),92.33635525507069
tensor(94.5048),91.86770129071911
tensor(95.6045),91.50660725261216
tensor(96.4841),91.11094038106945
tensor(97.1879),90.21204671173939
tensor(97.7506),89.52059004302396
