Percentage of Weights pruned,Test Accuracy
0,94.49907805777504
tensor(20.0007),94.75261216963736
tensor(36.0009),94.76029502151198
tensor(48.8013),94.82175783650891
tensor(59.0416),94.69114935464043
tensor(67.2337),95.02151198524892
tensor(73.7874),94.83328211432082
tensor(79.0303),94.97925629993853
tensor(83.2246),94.78334357713582
tensor(86.5803),94.78718500307313
tensor(89.2647),94.81023355869698
tensor(91.4123),94.77566072526122
tensor(93.1303),94.61432083589428
tensor(94.5046),94.54517516902273
tensor(95.6043),94.26475107559925
tensor(96.4841),93.92286416717886
tensor(97.1879),93.78841425937307
tensor(97.7508),93.60402581438228
tensor(98.2013),92.93945912722802
tensor(98.5614),92.3978180700676
tensor(98.8498),91.86001843884449
tensor(99.0803),91.64874001229255
tensor(99.2648),90.79594345421019
tensor(99.4124),90.18131530424093
tensor(99.5304),89.70113706207744
