Percentage of Weights pruned,Test Accuracy
0,94.24554394591271
tensor(20.0007),94.31853103872156
tensor(36.0009),94.74108789182544
tensor(48.8013),94.99462200368775
tensor(59.0416),94.84096496619544
tensor(67.2337),94.79102642901044
tensor(73.7874),94.42224953902888
tensor(79.0303),94.70267363245236
tensor(83.2246),94.68346650276582
tensor(86.5803),94.48371235402581
tensor(89.2647),94.52212661339888
tensor(91.4123),94.55285802089735
tensor(93.1303),94.30700676090964
tensor(94.5046),94.22633681622618
tensor(95.6043),93.83451137062076
tensor(96.4841),93.92670559311615
tensor(97.1879),93.59634296250768
tensor(97.7508),93.31207744314689
tensor(98.2013),93.08927473878302
tensor(98.5614),92.74738783036263
tensor(98.8498),92.45543945912722
tensor(99.0803),91.94837123540258
tensor(99.2648),90.96112476951444
tensor(99.4124),90.23125384142593
tensor(99.5304),89.14028887523048
