Percentage of Weights pruned,Test Accuracy
0,94.42993239090349
tensor(20.0007),94.60663798401966
tensor(36.0009),94.88706207744315
tensor(48.8013),94.68346650276582
tensor(59.0416),94.76029502151198
tensor(67.2337),94.91395205900429
tensor(73.7874),94.62584511370619
tensor(79.0303),94.71035648432698
tensor(83.2246),94.72956361401351
tensor(86.5803),94.64505224339274
tensor(89.2647),94.51828518746159
tensor(91.4123),94.48755377996312
tensor(93.1303),94.44529809465273
tensor(94.5046),94.31853103872156
tensor(95.6043),93.92670559311615
tensor(96.4841),93.76536570374923
tensor(97.1879),93.63859864781806
tensor(97.7508),93.1737861094038
tensor(98.2013),92.46696373693915
tensor(98.5614),92.4477566072526
tensor(98.8498),91.92532267977873
tensor(99.0803),90.95728334357713
tensor(99.2648),90.15442532267977
tensor(99.4124),89.58205285802089
