Percentage of Weights pruned,Test Accuracy
0,94.43761524277812
tensor(20.0007),94.55285802089735
tensor(36.0010),94.86401352181929
tensor(48.8015),94.86401352181929
tensor(59.0418),94.69883220651505
tensor(67.2340),94.84480639213275
tensor(73.7878),94.99078057775046
tensor(79.0306),94.75645359557467
tensor(83.2252),94.58743085433312
tensor(86.5805),94.77566072526122
tensor(89.2650),94.55669944683466
tensor(91.4126),94.38767670559311
tensor(93.1306),94.31853103872156
tensor(94.5048),94.28395820528578
tensor(95.6045),93.63859864781806
tensor(96.4841),93.38890596189304
tensor(97.1879),93.28902888752305
tensor(97.7506),92.64751075599261
tensor(98.2010),92.03672403196066
tensor(98.5614),91.44898586355255
tensor(98.8496),90.61155500921942
tensor(99.0801),89.9239397664413
