Percentage of Weights pruned,Test Accuracy
0,94.48371235402581
tensor(20.0007),94.8678549477566
tensor(36.0010),94.63736939151812
tensor(48.8015),94.84480639213275
tensor(59.0418),94.75261216963736
tensor(67.2340),94.8678549477566
tensor(73.7878),94.82944068838351
tensor(79.0306),94.7257221880762
tensor(83.2252),94.58358942839581
tensor(86.5805),94.65273509526736
tensor(89.2650),94.64121081745543
tensor(91.4126),94.50676090964966
tensor(93.1306),94.46450522433926
tensor(94.5048),93.98816840811308
tensor(95.6045),93.84987707437
tensor(96.4841),93.83451137062076
tensor(97.1879),93.46573448063921
tensor(97.7506),93.17762753534112
tensor(98.2010),92.71665642286416
tensor(98.5614),91.88690842040565
tensor(98.8496),91.46435156730178
tensor(99.0801),90.35417947141978
tensor(99.2648),89.16717885679162
