Percentage of Weights pruned,Test Accuracy
0,94.47987092808849
tensor(20.0007),94.58743085433312
tensor(36.0010),94.73340503995082
tensor(48.8015),94.46834665027659
tensor(59.0418),94.7718192993239
tensor(67.2340),94.80255070682236
tensor(73.7878),94.82944068838351
tensor(79.0306),94.5797480024585
tensor(83.2252),94.63736939151812
tensor(86.5805),94.66425937307929
tensor(89.2650),94.62968653964352
tensor(91.4126),94.59895513214505
tensor(93.1306),94.38767670559311
tensor(94.5048),94.31084818684695
tensor(95.6045),94.1879225568531
tensor(96.4841),93.97664413030115
tensor(97.1879),93.43884449907806
tensor(97.7506),92.87799631223109
tensor(98.2010),92.59757221880761
tensor(98.5614),91.81776275353411
tensor(98.8496),90.36570374923171
tensor(99.0801),89.6857713583282
