Percentage of Weights pruned,Test Accuracy
0,94.52212661339888
tensor(20.0007),94.66425937307929
tensor(36.0010),94.69499078057775
tensor(48.8015),94.80255070682236
tensor(59.0418),94.76413644744929
tensor(67.2340),94.59895513214505
tensor(73.7878),94.57590657652119
tensor(79.0306),94.56822372464659
tensor(83.2252),94.46066379840195
tensor(86.5805),94.58743085433312
tensor(89.2650),94.47218807621388
tensor(91.4126),94.50676090964966
tensor(93.1306),94.49139520590042
tensor(94.5048),94.09188690842039
tensor(95.6045),93.74231714812538
tensor(96.4841),93.67701290719114
tensor(97.1879),93.31207744314689
tensor(97.7506),93.05086047940995
tensor(98.2010),92.55915795943453
tensor(98.5614),91.76014136447449
tensor(98.8496),91.15703749231714
tensor(99.0801),90.10064535955746
tensor(99.2648),88.85218192993239
