Percentage of Weights pruned,Test Accuracy
0,94.42993239090349
tensor(20.0007),94.62584511370619
tensor(36.0009),94.78334357713582
tensor(48.8013),94.92163491087892
tensor(59.0416),94.79102642901044
tensor(67.2337),94.6757836508912
tensor(73.7874),94.87169637369391
tensor(79.0303),94.83328211432082
tensor(83.2246),94.82944068838351
tensor(86.5803),94.85633066994468
tensor(89.2647),94.77950215119851
tensor(91.4123),94.69499078057775
tensor(93.1303),94.44913952059004
tensor(94.5046),94.31853103872156
tensor(95.6043),94.75261216963736
tensor(96.4841),94.39151813153042
tensor(97.1879),93.87292562999384
tensor(97.7508),93.54256299938535
tensor(98.2013),93.26598033189919
tensor(98.5614),93.00860479409955
tensor(98.8498),92.32098955132145
tensor(99.0803),91.40288875230485
tensor(99.2648),90.84204056545789
tensor(99.4124),90.3580208973571
tensor(99.5304),89.94314689612783
