Percentage of Weights pruned,Test Accuracy
0,94.47987092808849
tensor(20.0007),94.74492931776275
tensor(36.0010),94.72956361401351
tensor(48.8015),94.82559926244622
tensor(59.0418),94.84864781807006
tensor(67.2340),94.5797480024585
tensor(73.7878),94.6757836508912
tensor(79.0306),94.72956361401351
tensor(83.2252),94.85248924400736
tensor(86.5805),94.66810079901659
tensor(89.2650),94.36462814996926
tensor(91.4126),94.60663798401966
tensor(93.1306),94.56438229870928
tensor(94.5048),94.24938537185002
tensor(95.6045),94.15719114935463
tensor(96.4841),93.89597418561769
tensor(97.1879),93.31976029502151
tensor(97.7506),92.94714197910264
tensor(98.2010),92.52458512599875
tensor(98.5614),91.89459127228027
tensor(98.8496),91.0417947141979
tensor(99.0801),89.92009834050398
