Percentage of Weights pruned,Test Accuracy
0,94.47987092808849
tensor(20.0007),94.74877074370005
tensor(36.0009),94.87169637369391
tensor(48.8013),95.07145052243392
tensor(59.0416),94.87937922556853
tensor(67.2337),94.99078057775046
tensor(73.7874),95.09065765212046
tensor(79.0303),94.88706207744315
tensor(83.2246),94.87169637369391
tensor(86.5803),94.7718192993239
tensor(89.2647),94.75261216963736
tensor(91.4123),94.50676090964966
tensor(93.1303),94.84096496619544
tensor(94.5046),94.49523663183773
tensor(95.6043),93.93438844499077
tensor(96.4841),93.91518131530422
tensor(97.1879),93.9420712968654
tensor(97.7508),93.53872157344806
tensor(98.2013),92.92793484941609
tensor(98.5614),92.92793484941609
tensor(98.8498),92.22495390288874
tensor(99.0803),91.72556853103872
tensor(99.2648),90.33497234173325
tensor(99.4124),90.12753534111862
tensor(99.5304),89.51290719114935
