Percentage of Weights pruned,Test Accuracy
0,94.21097111247695
tensor(20.0007),94.69883220651505
tensor(36.0010),94.6719422249539
tensor(48.8015),94.61816226183159
tensor(59.0418),94.74877074370005
tensor(67.2340),94.58358942839581
tensor(73.7878),94.64121081745543
tensor(79.0306),94.7718192993239
tensor(83.2252),94.50676090964966
tensor(86.5805),94.55285802089735
tensor(89.2650),94.54133374308542
tensor(91.4126),94.20712968653963
tensor(93.1306),94.3338967424708
tensor(94.5048),94.01121696373693
tensor(95.6045),93.89213275968038
tensor(96.4841),93.7039028887523
tensor(97.1879),93.2698217578365
tensor(97.7506),93.00860479409955
tensor(98.2010),92.51306084818684
tensor(98.5614),91.70251997541486
tensor(98.8496),91.28764597418561
tensor(99.0801),90.39643515673018
tensor(99.2648),88.4257836508912
