Percentage of Weights pruned,Test Accuracy
0,94.53365089121081
tensor(20.0007),94.85633066994468
tensor(36.0010),94.58743085433312
tensor(48.8015),94.49139520590042
tensor(59.0418),94.76797787338658
tensor(67.2340),94.53749231714812
tensor(73.7878),94.67962507682851
tensor(79.0306),94.49523663183773
tensor(83.2252),94.56822372464659
tensor(86.5805),94.79102642901044
tensor(89.2650),94.64121081745543
tensor(91.4126),94.35310387215733
tensor(93.1306),94.40304240934235
tensor(94.5048),93.91902274124155
tensor(95.6045),93.73847572218807
tensor(96.4841),93.36201598033189
tensor(97.1879),93.1737861094038
tensor(97.7506),93.03165334972341
tensor(98.2010),92.32483097725876
tensor(98.5614),91.80623847572218
tensor(98.8496),90.56929932390902
tensor(99.0801),90.03149969268591
tensor(99.2648),88.07621389059618
