Percentage of Weights pruned,Test Accuracy
0,94.35310387215733
tensor(20.0007),94.75645359557467
tensor(36.0009),94.91395205900429
tensor(48.8013),94.76797787338658
tensor(59.0416),95.1559618930547
tensor(67.2337),95.07529194837123
tensor(73.7874),95.17132759680392
tensor(79.0303),94.69883220651505
tensor(83.2246),94.6757836508912
tensor(86.5803),94.88706207744315
tensor(89.2647),94.76413644744929
tensor(91.4123),94.72956361401351
tensor(93.1303),94.71803933620158
tensor(94.5046),94.61047940995697
tensor(95.6043),94.2877996312231
tensor(96.4841),93.98432698217579
tensor(97.1879),93.68085433312845
tensor(97.7508),93.4157959434542
tensor(98.2013),93.04701905347265
tensor(98.5614),92.76275353411185
tensor(98.8498),92.62446220036877
tensor(99.0803),91.429778733866
tensor(99.2648),90.03918254456053
tensor(99.4124),88.9059618930547
