Percentage of Weights pruned,Test Accuracy
0,94.20712968653963
tensor(20.0007),94.69883220651505
tensor(36.0010),94.89474492931775
tensor(48.8015),94.94084204056546
tensor(59.0418),94.89090350338044
tensor(67.2340),94.92163491087892
tensor(73.7878),94.87937922556853
tensor(79.0306),95.07913337430853
tensor(83.2252),94.95620774431468
tensor(86.5805),94.84864781807006
tensor(89.2650),94.63352796558081
tensor(91.4126),94.46834665027659
tensor(93.1306),94.35694529809464
tensor(94.5048),94.27243392747387
tensor(95.6045),94.26859250153656
tensor(96.4841),93.82682851874615
tensor(97.1879),93.38122311001842
tensor(97.7506),93.00860479409955
tensor(98.2010),92.56299938537185
tensor(98.5614),91.76014136447449
tensor(98.8496),91.33758451137062
tensor(99.0801),89.78948985863552
