Percentage of Weights pruned,Test Accuracy
0,94.30700676090964
tensor(20.0007),94.63736939151812
tensor(36.0010),94.66810079901659
tensor(48.8015),94.60663798401966
tensor(59.0418),94.7257221880762
tensor(67.2340),94.63736939151812
tensor(73.7878),94.40688383527964
tensor(79.0306),94.69499078057775
tensor(83.2252),94.65273509526736
tensor(86.5809),94.68346650276582
tensor(89.2654),94.50676090964966
tensor(91.4130),94.59127228027043
tensor(93.1310),94.43761524277812
tensor(94.5052),94.06499692685925
tensor(95.6045),93.83835279655808
tensor(96.4841),93.47725875845113
tensor(97.1879),92.99708051628764
tensor(97.7506),92.84342347879532
tensor(98.2010),91.69867854947756
tensor(98.5614),90.96880762138905
tensor(98.8496),90.00076828518745
tensor(99.0801),89.33236017209587
