Percentage of Weights pruned,Test Accuracy
0,94.36846957590657
tensor(20.0007),94.63736939151812
tensor(36.0009),94.89474492931775
tensor(48.8013),94.69499078057775
tensor(59.0416),94.86401352181929
tensor(67.2337),94.7718192993239
tensor(73.7874),94.92163491087892
tensor(79.0303),94.97925629993853
tensor(83.2246),94.75261216963736
tensor(86.5803),94.70267363245236
tensor(89.2647),94.83712354025813
tensor(91.4123),94.49907805777504
tensor(93.1303),94.56822372464659
tensor(94.5046),94.41072526121695
tensor(95.6043),94.15719114935463
tensor(96.4841),94.02274124154886
tensor(97.1879),93.48110018438844
tensor(97.7508),93.10079901659495
tensor(98.2013),93.13537185003072
tensor(98.5614),92.50537799631222
tensor(98.8498),92.14044253226797
tensor(99.0803),91.25691456668714
tensor(99.2648),90.95344191763982
tensor(99.4124),89.5858942839582
