Percentage of Weights pruned,Test Accuracy
0,93.9420712968654
tensor(20.0007),94.54901659496005
tensor(36.0009),94.76413644744929
tensor(48.8013),94.66041794714198
tensor(59.0416),94.53365089121081
tensor(67.2337),94.56438229870928
tensor(73.7874),94.83328211432082
tensor(79.0303),94.75261216963736
tensor(83.2246),94.78718500307313
tensor(86.5803),94.46834665027659
tensor(89.2647),94.41456668715426
tensor(91.4123),94.37615242778118
tensor(93.1303),94.17639827904118
tensor(94.5046),94.27243392747387
tensor(95.6043),93.93822987092808
tensor(96.4841),93.72695144437616
tensor(97.1879),93.50414874001228
tensor(97.7508),93.4580516287646
tensor(98.2013),93.00860479409955
tensor(98.5614),92.14044253226797
tensor(98.8498),91.94452980946527
tensor(99.0803),91.06484326982175
tensor(99.2648),90.22357098955132
tensor(99.4124),89.85095267363245
