Percentage of Weights pruned,Test Accuracy
0,94.29164105716042
tensor(20.0007),94.83712354025813
tensor(36.0010),94.75645359557467
tensor(48.8015),94.79486785494775
tensor(59.0418),94.8179164105716
tensor(67.2340),95.00230485556239
tensor(73.7878),94.95236631837739
tensor(79.0306),94.6757836508912
tensor(83.2252),94.92547633681622
tensor(86.5805),94.90242778119237
tensor(89.2650),94.62968653964352
tensor(91.4126),94.52212661339888
tensor(93.1306),94.13030116779348
tensor(94.5048),94.08804548248308
tensor(95.6045),93.99969268592501
tensor(96.4841),93.82682851874615
tensor(97.1879),93.56561155500921
tensor(97.7506),93.25445605408727
tensor(98.2010),92.5437922556853
tensor(98.5614),91.47587584511369
tensor(98.8496),91.25307314074985
tensor(99.0801),90.43100799016595
tensor(99.2648),88.24523663183773
