Percentage of Weights pruned,Test Accuracy
0,94.59127228027043
tensor(20.0007),94.58743085433312
tensor(36.0010),94.74877074370005
tensor(48.8015),94.71419791026429
tensor(59.0418),95.02919483712353
tensor(67.2340),94.85248924400736
tensor(73.7878),94.54517516902273
tensor(79.0306),94.74108789182544
tensor(83.2252),94.82944068838351
tensor(86.5805),94.79486785494775
tensor(89.2650),94.58743085433312
tensor(91.4126),94.59895513214505
tensor(93.1306),94.59895513214505
tensor(94.5048),94.31468961278425
tensor(95.6045),93.95743700061462
tensor(96.4841),93.87292562999384
tensor(97.1879),93.58097725875845
tensor(97.7506),93.33896742470804
tensor(98.2010),92.87031346035648
tensor(98.5614),92.32483097725876
tensor(98.8496),91.64874001229255
tensor(99.0801),90.50783650891209
tensor(99.2648),88.98279041180085
