Percentage of Weights pruned,Test Accuracy
0,94.51060233558695
tensor(20.0007),94.56054087277197
tensor(36.0009),94.49523663183773
tensor(48.8013),94.86017209588198
tensor(59.0416),94.62968653964352
tensor(67.2337),94.84096496619544
tensor(73.7874),94.90626920712968
tensor(79.0303),94.94852489244006
tensor(83.2246),94.66810079901659
tensor(86.5803),94.82944068838351
tensor(89.2647),94.73724646588812
tensor(91.4123),94.60279655808235
tensor(93.1303),94.32237246465888
tensor(94.5046),94.44145666871542
tensor(95.6043),94.09188690842039
tensor(96.4841),93.88444990780577
tensor(97.1879),93.7538414259373
tensor(97.7508),93.53103872157345
tensor(98.2013),93.17762753534112
tensor(98.5614),93.12000614628148
tensor(98.8498),92.72049784880146
tensor(99.0803),91.88690842040565
tensor(99.2648),91.49508297480024
tensor(99.4124),89.47833435771358
