Percentage of Weights pruned,Test Accuracy
0,94.48371235402581
tensor(20.0007),94.6719422249539
tensor(36.0010),94.71803933620158
tensor(48.8015),94.86017209588198
tensor(59.0418),94.75261216963736
tensor(67.2340),94.82944068838351
tensor(73.7878),94.67962507682851
tensor(79.0306),94.7718192993239
tensor(83.2252),94.72956361401351
tensor(86.5805),94.69883220651505
tensor(89.2650),94.55285802089735
tensor(91.4126),94.37999385371849
tensor(93.1306),94.21097111247695
tensor(94.5048),94.25322679778732
tensor(95.6045),93.90749846342962
tensor(96.4841),93.99585125998769
tensor(97.1879),93.48494161032575
tensor(97.7506),93.30439459127227
tensor(98.2010),92.71281499692685
tensor(98.5614),92.24800245851259
tensor(98.8496),91.7178856791641
tensor(99.0801),90.43100799016595
tensor(99.2648),88.87138905961892
