,Layer 0,Layer 1,,,,,
,,BasicBlock 0,,BasicBlock 1,,BasicBlock 2,
,conv. 0,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1
ReLU ResNet8,51.16279069767442,48.91398783666377,50.347523892267596,48.21894005212858,50.651607298001736,50.56472632493484,50.73848827106863
univ. rational ResNet8,50.0,50.21720243266724,49.087749782797566,49.26151172893137,49.21807124239791,50.78192875760209,51.08601216333623
mix. exp. ResNet8,50.69767441860465,48.95742832319722,48.65334491746307,51.08601216333623,50.868809730668985,49.609035621198956,50.347523892267596
