,Layer 0,Layer 1,,,,,
,,BasicBlock 0,,BasicBlock 1,,BasicBlock 2,
,conv. 0,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1
ReLU ResNet8,53.25581395348837,51.30321459600348,50.52128583840139,50.130321459600346,47.69765421372719,49.78279756733276,49.609035621198956
univ. rational ResNet8,50.0,51.08601216333623,49.69591659426585,50.390964378801044,49.95655951346655,49.348392701998264,49.17463075586446
mix. exp. ResNet8,48.604651162790695,48.783666377063426,51.34665508253693,50.04344048653345,50.130321459600346,48.52302345786273,51.08601216333623
