,Layer 0,Layer 1,,,,,,Layer 2,,,,,,,Layer 3,,,,,,
,,BasicBlock 0,,BasicBlock 1,,,BasicBlock 2,,,BasicBlock 0,,BasicBlock 1,,,BasicBlock 2,,,BasicBlock 0,,BasicBlock 1,
,conv 0,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 2,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 2,conv. 0,conv. 1,conv. 0,conv. 1
original Model,432,2304,2304,2304,2304,2304,2304,4608,9216,512,9216,9216,9216,9216,18432,36864,2048,36864,36864,36864,36864
ReLU ResNet20,348,1882,1816,1849,1834,1828,1809,3252,6573,461,6528,6649,6594,6640,11180,22387,1794,22459,22268,22396,22414
univ. rational ResNet20,343,1824,1838,1847,1827,1826,1843,3318,6564,469,6531,6571,6564,6634,11192,22361,1764,22490,22423,22408,22324
mix. exp. ResNet20,352,1843,1827,1827,1811,1846,1826,3324,6609,464,6579,6626,6608,6607,11166,22388,1760,22470,22517,22268,22243
