,Layer 0,Layer 1,,,,,,Layer 2,,,,,
,,BasicBlock 0,,BasicBlock 1,,BasicBlock 2,,BasicBlock 0,,BasicBlock 1,,BasicBlock 2,
,conv. 0,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1
ReLU ResNet14_B,57.674418604651166,61.989574283231974,61.90269331016508,60.425716768027804,61.07732406602954,61.55516941789748,61.728931364031276,47.003907946157184,46.75493813761667,46.47275884523551,47.710006511829825,46.45105274582158,46.44019969611461
univ. rational ResNet14_B,60.69767441860465,61.07732406602954,61.38140747176369,58.90529973935708,60.8601216333623,62.250217202432665,61.772371850564724,48.19800260529744,46.548730193184284,47.00455828087693,47.09138267853267,46.61384849142609,46.44019969611461
mix. exp. ResNet14_B,63.72093023255814,60.99044309296264,61.59860990443093,60.5994787141616,61.946133796698525,61.33796698523023,59.60034752389227,48.1545809813287,47.61232906446712,47.189060125895374,46.83090948556544,45.52854352072932,46.461905795528544
