,Layer 0,Layer 1,,,,,
,,BasicBlock 0,,BasicBlock 1,,BasicBlock 2,
,conv. 0,conv. 0,conv. 1,conv. 0,conv. 1,conv. 0,conv. 1
ReLU ResNet8,46.74418604651163,49.609035621198956,51.390095569070375,50.43440486533449,50.73848827106863,47.65421372719374,50.43440486533449
univ. rational ResNet8,48.604651162790695,50.347523892267596,48.13205907906168,51.04257167680278,48.91398783666377,49.869678540399654,51.60729800173762
mix. exp. ResNet8,48.83720930232558,51.25977410947002,49.56559513466551,50.130321459600346,49.52215464813206,49.95655951346655,49.43527367506516
